,comment,compound,negative,neutral,positive,whether_pos_or_neg
268,Don't you check the microphone status before starting? Is it a contest? I was so upset than I really watched that I played Youtube;,-0.2646,0.153,0.738,0.109,neg
269,"In my ear, I think I bought a 1000 won yellow microphone at a stationery store and wrapped it with black confetti and made it like a real microphone.",0.7351,0.0,0.78,0.22,pos
270,Park ᆢ,0.0,0.0,1.0,0.0,neu
271,Being alone on stage is a castle,-0.25,0.286,0.714,0.0,neg
272,I don't have a microphone.,0.0,0.0,1.0,0.0,neu
273,"The juniors who came out there weren't competitions, but they were really cool seniors.",0.5251,0.0,0.793,0.207,pos
274,Mnet doesn't know anything. Oh there's one,0.0,0.0,1.0,0.0,neu
275,"Spring is not too hard, and when you're on stage and you're a little comfortable, you're qualified enough to be a university professor.",0.5111,0.0,0.815,0.185,pos
276,"Ignoring the microphone problem, the vocals are great.
In many idol groups, the solo figure looks so lonely.
2NE1 members will miss you.",-0.6299,0.317,0.557,0.127,neg
277,Mike broke and forced live certified Mnet guys do it straight,-0.5994,0.369,0.51,0.121,neg
278,Park Bom is Park Bom too!,0.0,0.0,1.0,0.0,neu
279,What happened to your face,0.0,0.0,1.0,0.0,neu
280,"Real Park Bom you and i .. I like the song, but Park Bom sings because it's famous .. Big ㅠ Fresh spring Please give me a really good song.",0.8988,0.0,0.648,0.352,pos
281,"Really Park Bom is Park Bom
I think of 2NE1.",0.0,0.0,1.0,0.0,neu
282,"No, I can't see the solar face and the audience shots and songs.",-0.296,0.167,0.833,0.0,neg
283,"Spring, cheer up, always cheer up ~",0.765,0.0,0.377,0.623,pos
284,Park Bom Fighting 2 Anyone was so good at that time,0.3052,0.176,0.562,0.263,pos
285,And low micro volume,-0.2732,0.412,0.588,0.0,neg
286,Mike who went ;;;;,0.0,0.0,1.0,0.0,neu
287,"I heard somehow frustrating ... The sound keeps on eating, if the microphone is weird in the contest .... ㅋㅋㅋ ......",-0.5574,0.204,0.796,0.0,neg
288,Park Bom I want to comb my hair behind my ears,0.0772,0.0,0.874,0.126,pos
289,Why are you crying? I want to go back to the time this song came out ...,-0.4215,0.168,0.761,0.071,neg
290,Earrings and hair,0.0,0.0,1.0,0.0,neu
291,"I don't think Mike is bad.
I keep hanging up",-0.5423,0.333,0.667,0.0,neg
292,"No Mnet work ??? Park Bom gave me a sign that it's a microphone problem, but I'll change it a little late.",-0.457,0.19,0.81,0.0,neg
293,Amnet ;;;;;;;;;;;;;;; I was really crazy if you were me. I prepared really hard.,-0.3582,0.287,0.589,0.124,neg
294,"Is it really Tuenny One? Anyway, I don't know why, but I'm so sad even though I was born in 2006.",-0.757,0.234,0.766,0.0,neg
295,How much better should you call 5th for Park Bom?,0.4404,0.0,0.756,0.244,pos
296,"I wasn't the only one who would cry
I don't know why,
Listening to the song in the spring makes me feel dim and dull.
Feel back to back then ...",-0.7003,0.177,0.823,0.0,neg
297,I think I've prepared a lot. Can't even get a Mnet microphone straight? I cut off the sound.,0.1779,0.124,0.651,0.225,pos
298,"No, it looks like there's a problem with the microphone, but Mnet Schwarm just ignores it.",-0.5187,0.324,0.584,0.093,neg
299,I talked about the microphone problem or ability problem. Park Bom I searched on YouTube immediately and I watched the most recent 3 weeks ago (1 week ago).,-0.4767,0.188,0.732,0.08,neg
300,"No Mike true? Do you keep using that when you sing Park Bom? I miss you, but I can't see you because of Amnet.",0.0926,0.135,0.786,0.079,neg
301,Mike Why,0.0,0.0,1.0,0.0,neu
302,"When I was young, I was going to Seoul and I was wondering what song I came out of the car.",0.0,0.0,1.0,0.0,neu
303,2:27 Is that a choreographer here? Or is it a sign that Mike is weird ... ??,-0.3049,0.138,0.862,0.0,neg
304,"There's a song contest and legends. Amnet dogs, what do you bring the mics to the mic?",0.0,0.0,1.0,0.0,neu
305,beautiful!!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
306,It's great. People react. I'm already drowned in memories.,0.0516,0.26,0.467,0.273,pos
307,I'm not sure I'm a man ... I have dark eye makeup ...,-0.2411,0.164,0.836,0.0,neg
308,Sounds like there's a sound problem. I'd like to listen to the music and actually listen to it.,0.3182,0.124,0.645,0.23,pos
309,But what did Park Bom do? Is it due to pharyngitis or too swollen? My skills are still there.,0.0,0.0,1.0,0.0,neu
310,"Park Bom looks a bit breathtaking, but the microphone is just hanging up ...",0.25,0.0,0.857,0.143,pos
311,"Why Mike ?; If you see, I can't sing.",0.0,0.0,1.0,0.0,neu
312,Did you get Mike?,0.0,0.0,1.0,0.0,neu
313,Get some amnet mics,0.0,0.0,1.0,0.0,neu
314,"Mike, I'm hungry.",0.0,0.0,1.0,0.0,neu
315,Why is this song crying just by listening to Jeonju? Is it because I remembered that time?,-0.5362,0.187,0.813,0.0,neg
316,"Park Bom is a talented person
I'm tears this stage
I've been through a lot of difficult things before, but please cheer up and keep listening to that beautiful voice.",0.9287,0.08,0.549,0.372,pos
317,Looks like you're signaling me to check out the microphone at 2:26.,0.3612,0.0,0.815,0.185,pos
318,"It's hard to believe, but it came out
It's a song when all the idols were minors",-0.0516,0.074,0.926,0.0,neg
319,Return to elementary school student,0.0,0.0,1.0,0.0,neu
320,Even though the microphone state is this,0.0,0.0,1.0,0.0,neu
321,Park Bom's face is so wasteful,0.0,0.0,1.0,0.0,neu
322,Now I know a lot about the mic signal. If you think about writing more than a microphone from the day you went out of TV -_- ;;; It was hard,-0.1027,0.049,0.951,0.0,neg
323,Zaraheo,0.0,0.0,1.0,0.0,neu
324,What's the sound team?,0.0,0.0,1.0,0.0,neu
325,Mike why? Ajinsim Mnet was too,0.0,0.0,1.0,0.0,neu
326,I listened to the song and cut off the part that I was going to breathe. I was just breathing or taking a rest .. Mike's problem ... !! ㅠ ㅠㅠㅠ I was so happy that the memories of singing with my friends in karaoke ...,0.6834,0.098,0.731,0.171,pos
327,"I feel that the microphone is strange; I feel like it sounds good, couldn't the crew feel it?",0.5574,0.089,0.644,0.267,pos
328,I will cry,-0.4767,0.756,0.244,0.0,neg
329,Park Bom Go !!!! ❤️❤️❤️❤️,0.0,0.0,1.0,0.0,neu
330,1:04 Gingshihun ProduceX101?,0.0,0.0,1.0,0.0,neu
331,2ne1 miss,-0.1531,0.615,0.385,0.0,neg
332,Did you call it that way? crazy..,0.0,0.0,1.0,0.0,neu
333,"If you look at the screen, you'll see Mr. Patty Kim's immortal masterpiece.",0.7269,0.0,0.643,0.357,pos
334,I didn't like this program but I wanted to listen to Park Bom's song.,-0.1419,0.124,0.876,0.0,neg
335,"Honestly, you have to come out with Park Bom and CL;",0.4588,0.0,0.769,0.231,pos
336,It's too late for the microphone to be out of sound and it's too late.,0.0,0.0,1.0,0.0,neu
337,"If you pulled out the broken micro, you would have come out with a much higher quality stage, but Gaemnets ruined the return.",-0.7351,0.237,0.763,0.0,neg
338,I think it's going to tears,-0.2263,0.322,0.678,0.0,neg
339,I don't watch mics because I'm Mike.,0.0,0.0,1.0,0.0,neu
340,I cut you off because of the microphone at the part. It tastes like the microphone at the high end and it gets smaller and bigger. It's not Park Bom's problem.,0.3935,0.062,0.797,0.141,pos
341,"Bring me a new one, niggas stations.",-0.34,0.324,0.676,0.0,neg
342,I think I'm going to win first. Yeonson students have no choice but to sing this song. This song influenced their lives.,0.2023,0.07,0.826,0.104,pos
343,You are my spring,0.0,0.0,1.0,0.0,neu
344,Does it make sense to be close to Park's ability as people say? Live really,0.3182,0.0,0.859,0.141,pos
345,Mike Why do you even think you're having a problem with tapping the microphone in the middle?,-0.4019,0.153,0.847,0.0,neg
346,"...? I don't think the microphone is bad. TT Incredibly ... So, Park Bom's song was very touching and good .. But even though you're one person, it's too hard to do it up to the microphone, but take a breath .. But you did so well .. !! ❤",0.5897,0.065,0.816,0.119,pos
347,I got something like Mike,0.3612,0.0,0.545,0.455,pos
348,I'm just thinking Amnet is deliberately trying to cause a controversy over Park Bom;,0.0,0.0,1.0,0.0,neu
349,"Rather than Park Bom's ability or something, I'm sad because it reminds me of when I listened to that song",-0.2023,0.138,0.759,0.103,neg
350,good,0.4404,0.0,0.0,1.0,pos
351,Amnet is still there.,0.0,0.0,1.0,0.0,neu
352,"Even if YG didn't happen, Park Bom isn't going to come out there.
How the rest of the boys rub",0.0,0.0,1.0,0.0,neu
353,It's like you put your hands in the back and adjust it.,0.3612,0.0,0.815,0.185,pos
354,"I'm a singer in spring, but I'm a weird singer. I know all the singers in the waiting room, and everyone knows, but please go straight to the Queen's Microphone.",0.5023,0.065,0.766,0.169,pos
355,"If it doesn't work, I'll replace it with the choir Mike when the light goes out, or the staff will pop out and change it. What's that Park Bom?",0.0,0.0,1.0,0.0,neu
356,"Do you call this a song?
?",0.0,0.0,1.0,0.0,neu
357,Looks like a medic likes people.,0.6486,0.0,0.361,0.639,pos
358,"Mike Why do you care about it, the voice is too loud and the treble is interrupted, so I can hear it like it's loud and even more. I will support you",0.7564,0.06,0.705,0.235,pos
359,"When I finish the song and get off the microphone, I'm scared but supportive What skills do I have?
It's hard to cut and call on purpose.",-0.34,0.207,0.7,0.093,neg
360,"2NE1 I don't get tired even if I keep listening to the present, I just want to see you before I die. It's more because it's the only group
Aside from the male and female group, 2NE1 group was the only one",-0.2946,0.092,0.821,0.087,neg
361,"https://youtu.be/-pPgHX_cfGY?t=44
44 seconds and 1 minute and 9 seconds, if you have a problem with the sound part, you tap with your fingers;
Mike is right
Did you know if Mnet didn't check it?",-0.4696,0.093,0.907,0.0,neg
362,It's salty ... The condition doesn't look like the old spring.,-0.2755,0.174,0.826,0.0,neg
363,"Honestly, this is too much of a microphone.",0.4588,0.0,0.667,0.333,pos
364,"If you sing in a real karaoke song
No parts to breathe, the sound is high and scary
... Park Bom is great",-0.0772,0.189,0.667,0.144,neg
365,"A few years ago, when I sang that song, I was with 2NE1, but now I sing alone",-0.3612,0.161,0.839,0.0,neg
366,1st place for 5th place.,0.0,0.0,1.0,0.0,neu
367,Doing what we want to fly more on stage in spring ~,0.0772,0.0,0.885,0.115,pos
368,Awesome,0.6249,0.0,0.0,1.0,pos
369,"1:51 It's like Mike noticed it.
It seems that Sola know Bom ’s mic is bad.",-0.25,0.175,0.7,0.125,neg
370,2:26 Mike's steps aren't really adjustable,0.0,0.0,1.0,0.0,neu
371,2:26 I'm knocking in and mic ... Amnet.,0.0,0.0,1.0,0.0,neu
372,If you give a singer a handicap as a microphone,0.0,0.0,1.0,0.0,neu
373,Mike isn't crazy?,0.2584,0.0,0.496,0.504,pos
374,The first measure 'you' was creepy ... I really liked the song when it was released and I still hear it,0.4754,0.0,0.853,0.147,pos
375,"In 2:27, you tap twice with a microphone finger, but that's a problem.
If the singer makes a gesture with the microphone, he will know better than anyone that he might hear it .. ㅠㅠ
I don't want to be treated as older. 걍 Give me the basics ..
Idol from my elementary school age",-0.0085,0.088,0.843,0.069,neg
376,"Honestly, the voice is legend .. YG This is how the original method is supported.",0.765,0.0,0.612,0.388,pos
377,"Oh, I don't do it straight.",-0.1695,0.294,0.706,0.0,neg
378,You're fat and have a lot of self-esteem. You're too nervous. Mike is nervous.,-0.4939,0.276,0.724,0.0,neg
379,"Why did the sound break up, but the microphone was the problem ...",-0.5499,0.228,0.772,0.0,neg
380,Why is it because my voice feels frustrating like I'm calling? I was having a problem with the microphone,-0.4767,0.253,0.633,0.113,neg
381,The microphone is weird.,-0.1779,0.362,0.638,0.0,neg
382,I'm sorry for all of my spring sisters.,-0.0772,0.157,0.843,0.0,neg
383,Park Bom is a beevil with these guys,0.0,0.0,1.0,0.0,neu
384,I'm glad to see Park Bom singing this song again in 2019,0.4588,0.0,0.786,0.214,pos
385,"Park Bom is legend. Park Bom Tone, Chang Sok 2NE1TV's personality was the way people followed the style of eating. There was no unique originality of Park Bom.",0.0258,0.072,0.852,0.075,pos
386,I think there was a problem with the microphone. The song was cut off and heard small and loud and repeated ...,-0.5859,0.211,0.789,0.0,neg
387,Don't show me a reaction in the middle,0.0,0.0,1.0,0.0,neu
388,"Honestly, Park Bom expressed all things with this song",0.4588,0.0,0.727,0.273,pos
389,This is why people use melon.,0.0,0.0,1.0,0.0,neu
390,Park Bom,0.0,0.0,1.0,0.0,neu
391,Can't someone tell me it's not a spring problem in English and a microphone problem? Foreigners are hard to sing Park Bom because Park Bom wanted to cry. Please tell me that Amnet is like Mike,0.5881,0.108,0.67,0.223,pos
392,"Solo seems to be disadvantaged compared to the group .. However, compared to other groups, there is little stage change and it seems to have received a lot below except for being a senior.",-0.4019,0.08,0.92,0.0,neg
393,Mike No Why why are you so crazy?,-0.6504,0.47,0.53,0.0,neg
394,"I feel great when Park Bom fills the stage alone, but it looks empty but I call it full.",-0.0387,0.183,0.691,0.126,neg
395,2:27 I have a problem. Spring is a professional.,-0.4019,0.351,0.649,0.0,neg
396,Mike ant,0.0,0.0,1.0,0.0,neu
397,The best stage Queen Queen has built,0.6369,0.0,0.588,0.412,pos
398,Let's go creepy out,0.0,0.0,1.0,0.0,neu
399,"Park Spring Tone, don't spoil your singing powers;",0.0,0.0,1.0,0.0,neu
400,Park Bom Fighting !!,-0.4738,0.507,0.493,0.0,neg
401,Woww it's incredible performance awesome,0.6249,0.0,0.494,0.506,pos
402,Sumnel Hong Jin-young Inline,0.0,0.0,1.0,0.0,neu
403,"I'm really cool. I will always support you, whatever you choose. I love you.",0.8588,0.0,0.487,0.513,pos
404,Mike ruined this stage ...,-0.4767,0.437,0.563,0.0,neg
405,Spring is my sister .....,0.0,0.0,1.0,0.0,neu
406,Mike gave me a real beggar.,0.0,0.0,1.0,0.0,neu
407,"The waiting room size difference is so great,",0.7384,0.0,0.572,0.428,pos
408,"Oh, 10th anniversary of this song.
The days of Leeds have passed
Class is forever
2NE1 The best girl group of the time",0.6369,0.0,0.84,0.16,pos
409,I put it in the iriver mp3 during the midding and I listened to it all day long.,0.0,0.0,1.0,0.0,neu
410,"Mike's eating all of his voice, so his nose is eating ...",0.0,0.0,1.0,0.0,neu
411,"Mike true? Look at the break, Park Bom is calling me wrong,",-0.0772,0.195,0.629,0.176,neg
412,"I was really looking forward to the stage and I heard something out of the ordinary, so I listened to my earphones again. Why did I not call it? I'm annoyed when I go to a karaoke room and meet a microphone, but I'm so upset if the singer is interrupted by a microphone on the stage.",-0.8462,0.166,0.834,0.0,neg
413,Are you the real idol of idols?,0.0,0.0,1.0,0.0,neu
414,Park Bom Singing I wanted to go to karaoke This is a masterpiece that reminds me of school days,0.6249,0.0,0.796,0.204,pos
415,2NE1 would have been amazing,0.5859,0.0,0.513,0.487,pos
416,"It's not Mnet, it's Amnet. Mike's weird, I noticed and mentioned the other groups in the waiting room.
2:39 Solar expression hardened and 2:42 Mimi's weird face makes me notice everything
Mnet is so vindictive ... The other groups in the waiting room must ve noticed that sth was wrong with bom ’s mic and probably mentioned it b
ut Mnet edited all out
u can see from solar ’s expression at 2:39 and mimi ’s expression at 2:42",-0.6705,0.082,0.918,0.0,neg
417,Park Bom is a legend,0.0,0.0,1.0,0.0,neu
418,I'm giving my finger a sign saying there's a microphone problem.,-0.0772,0.223,0.579,0.198,neg
419,Mike's insane. What a trot break you're at.,-0.4019,0.31,0.69,0.0,neg
420,"Park Bom Singing Mike is busy
Give me a good night",0.4404,0.0,0.756,0.244,pos
421,"Was the concert hosted by IBK a charmon? Anyway, but there was a spring sister there. I think it's done, but Spring's skills aren't dead yet ... because of Mike.",0.6871,0.0,0.848,0.152,pos
422,"It's so bad, it's a song, it's so good, it's a voice, it's so good",0.5704,0.178,0.47,0.352,pos
423,Creepy TT,0.0,0.0,1.0,0.0,neu
424,"My sister wants to do what she really wants,",0.0,0.0,1.0,0.0,neu
425,"ㅋㅋㅋ Most of the idols
I would have listened to that song and spent my school days.",0.0,0.0,1.0,0.0,neu
426,I feel like I'm crying,-0.1531,0.408,0.263,0.329,neg
427,"Tears, spring must be happy ㅠㅠ ㅠ When I was young, I was comforted and listened to every day, but now I am a big adult.
And Mnet did Mnet again. Is there really any sound garbage?",0.4215,0.042,0.836,0.122,pos
